,LSOA,Anti Semitic,Disability,Faith,Homophobic,Islamophobic,Racist,Transgender,Total All Incidents
3957,E01004079,,40.0,122.0,,38.0,36.0,,236.0
3958,E01004080,,,,,,43.0,,43.0
3959,E01004081,,,,66.0,,81.0,,147.0
3960,E01004082,,,,,,72.0,,72.0
3961,E01004083,,38.0,68.0,115.0,37.0,80.0,,338.0
3962,E01004084,,,,34.0,,119.0,,153.0
3963,E01004085,,,,,,110.0,,110.0
3964,E01004086,,38.0,,36.0,,130.0,,204.0
3965,E01004087,,,,,,113.0,,113.0
3966,E01004088,,38.0,,120.0,,127.0,,285.0
3967,E01004089,,,,,,174.0,,174.0
3968,E01004090,,33.0,133.0,117.0,59.0,123.0,,465.0
3969,E01004091,,,,,,78.0,,78.0
3970,E01004092,,,,,,76.0,,76.0
3971,E01004093,,,,49.0,,81.0,,130.0
3972,E01004094,,,,,,73.0,,73.0
3973,E01004095,,,,,,36.0,,36.0
3974,E01004096,,,126.0,,86.0,79.0,,291.0
3975,E01004097,,,,32.0,,163.0,34.0,229.0
3976,E01004098,,,,,,40.0,,40.0
3977,E01004099,,,,41.0,,125.0,,166.0
3978,E01004100,,,57.0,41.0,39.0,99.0,40.0,276.0
3979,E01004101,,,56.0,,35.0,44.0,,135.0
3980,E01004102,,37.0,167.0,,113.0,64.0,,381.0
3981,E01004103,,,51.0,39.0,38.0,77.0,,205.0
3982,E01004104,,,,,,81.0,,81.0
3983,E01004105,,,130.0,,40.0,68.0,,238.0
3984,E01004106,,,64.0,,40.0,39.0,,143.0
3985,E01004107,,,,43.0,,39.0,46.0,128.0
3986,E01004108,,,,,,75.0,,75.0
3987,E01004109,,,,80.0,,121.0,,201.0
3988,E01004110,,70.0,,35.0,,84.0,33.0,222.0
3989,E01004111,,36.0,,42.0,,163.0,,241.0
3990,E01004112,,35.0,,40.0,,39.0,,114.0
3991,E01004115,,30.0,,87.0,,73.0,,190.0
3992,E01004116,,,,,,89.0,,89.0
3993,E01004117,,,,,,43.0,,43.0
3994,E01004118,,,55.0,82.0,35.0,151.0,,323.0
3995,E01004119,,36.0,,,,79.0,,115.0
3996,E01004120,155.0,40.0,62.0,,,41.0,,298.0
3997,E01004121,,40.0,104.0,,77.0,211.0,,432.0
3998,E01004122,,,,36.0,,,,36.0
3999,E01004123,,,60.0,111.0,42.0,198.0,,411.0
4000,E01004124,,,105.0,42.0,71.0,127.0,,345.0
4001,E01004125,,34.0,73.0,,45.0,105.0,,257.0
4002,E01004126,,37.0,,,,35.0,,72.0
4003,E01004127,,,,46.0,,87.0,44.0,177.0
4004,E01004128,,43.0,59.0,44.0,39.0,105.0,,290.0
4005,E01004129,,,123.0,,81.0,125.0,,329.0
4006,E01004130,,,62.0,38.0,37.0,201.0,,338.0
4007,E01004131,165.0,,71.0,46.0,42.0,109.0,,433.0
4008,E01004133,,,68.0,,,34.0,,102.0
4009,E01004134,,,141.0,,41.0,82.0,,264.0
4010,E01004135,,,,43.0,,43.0,,86.0
4011,E01004136,,,,,,43.0,,43.0
4012,E01004137,171.0,30.0,256.0,41.0,160.0,206.0,,864.0
4013,E01004138,,,,,,169.0,,169.0
4014,E01004139,,,,37.0,,119.0,,156.0
4015,E01004140,,42.0,62.0,41.0,42.0,189.0,,376.0
4016,E01004141,139.0,,116.0,,,79.0,,334.0
4017,E01004142,142.0,122.0,205.0,82.0,87.0,238.0,38.0,914.0
4018,E01004143,,,,42.0,,84.0,,126.0
4019,E01004144,,,,36.0,,118.0,,154.0
4020,E01004145,,,60.0,,36.0,109.0,,205.0
4021,E01004146,139.0,,122.0,79.0,41.0,119.0,,500.0
4022,E01004147,,,,,,41.0,,41.0
4023,E01004148,,,,,,130.0,,130.0
4024,E01004149,,24.0,56.0,,39.0,116.0,,235.0
4025,E01004150,,37.0,,39.0,,73.0,,149.0
4026,E01004151,,85.0,63.0,78.0,,89.0,,315.0
4027,E01004152,,35.0,129.0,91.0,87.0,108.0,,450.0
4028,E01004153,,87.0,56.0,,49.0,85.0,,277.0
4029,E01004155,,,,43.0,,118.0,,161.0
4030,E01004156,,,,33.0,,122.0,,155.0
4031,E01004157,,,,,,79.0,,79.0
4032,E01004158,,,,29.0,,83.0,,112.0
4033,E01004159,,,52.0,40.0,43.0,88.0,,223.0
4034,E01004160,,,,,,130.0,,130.0
4035,E01004161,,,,,,116.0,,116.0
4036,E01004162,,,61.0,,,81.0,,142.0
4037,E01004163,,,,37.0,,70.0,,107.0
4038,E01004164,,,63.0,,39.0,87.0,,189.0
4039,E01004165,,,55.0,40.0,40.0,158.0,,293.0
4040,E01004166,,38.0,,38.0,,40.0,,116.0
4041,E01004167,,37.0,,,,113.0,,150.0
4042,E01004168,,29.0,57.0,,40.0,115.0,,241.0
4043,E01004169,,28.0,57.0,,31.0,87.0,,203.0
4044,E01004170,,,61.0,,38.0,106.0,,205.0
4045,E01004171,,35.0,,69.0,,44.0,,148.0
4046,E01004172,,37.0,,,,123.0,,160.0
4047,E01004173,155.0,,56.0,,,77.0,,288.0
4048,E01004174,,41.0,,,,87.0,,128.0
4049,E01004175,,,121.0,40.0,84.0,156.0,,401.0
4050,E01004176,,,,,,85.0,,85.0
4051,E01004177,,,120.0,,84.0,42.0,,246.0
4052,E01004178,,38.0,173.0,77.0,124.0,204.0,,616.0
4053,E01004179,,,,,,44.0,,44.0
4054,E01004180,,,58.0,45.0,34.0,164.0,,301.0
4055,E01004181,,77.0,65.0,,37.0,79.0,,258.0
4056,E01004182,,,138.0,42.0,78.0,127.0,,385.0
4057,E01004183,,,,,,111.0,,111.0
4058,E01004184,,,,,,41.0,,41.0
4059,E01004185,,,128.0,48.0,79.0,81.0,,336.0
4060,E01004186,,,,,,123.0,,123.0
4061,E01004187,156.0,,67.0,,38.0,38.0,,299.0
4062,E01004188,,36.0,64.0,,39.0,126.0,,265.0
4063,E01004189,,,,38.0,,87.0,,125.0
4064,E01004190,,,,,,111.0,,111.0
4065,E01004191,,,62.0,37.0,36.0,163.0,29.0,327.0
4066,E01004192,,,,73.0,,114.0,,187.0
4067,E01004193,,,,46.0,,72.0,,118.0
4068,E01004194,,,63.0,42.0,43.0,115.0,,263.0
4069,E01004195,,,125.0,40.0,40.0,156.0,,361.0
4070,E01004196,,,,29.0,,77.0,,106.0
4071,E01004197,,40.0,124.0,78.0,36.0,156.0,72.0,506.0
4072,E01004198,,41.0,119.0,78.0,,128.0,35.0,401.0
4073,E01004199,,,56.0,79.0,41.0,156.0,,332.0
4074,E01004200,,37.0,122.0,78.0,71.0,78.0,,386.0
4075,E01004201,172.0,45.0,67.0,,,121.0,,405.0
4076,E01004202,157.0,36.0,134.0,81.0,87.0,205.0,,700.0
4077,E01004203,181.0,86.0,180.0,81.0,115.0,181.0,,824.0
4078,E01004204,166.0,,138.0,40.0,49.0,131.0,30.0,554.0
4079,E01004205,,39.0,107.0,43.0,34.0,162.0,,385.0
4080,E01004206,159.0,38.0,188.0,86.0,39.0,116.0,,626.0
4081,E01004207,139.0,,122.0,80.0,81.0,150.0,41.0,613.0
4082,E01004208,154.0,44.0,202.0,153.0,72.0,204.0,,829.0
4083,E01004209,139.0,32.0,128.0,79.0,35.0,113.0,,526.0
4084,E01004211,149.0,,133.0,39.0,91.0,186.0,,598.0
4085,E01004212,171.0,,249.0,121.0,166.0,156.0,,863.0
4086,E01004214,165.0,,53.0,,,81.0,,299.0
4087,E01004215,,41.0,71.0,33.0,38.0,202.0,36.0,421.0
4088,E01004216,,,60.0,38.0,37.0,129.0,,264.0
4089,E01004217,157.0,36.0,120.0,76.0,35.0,122.0,,546.0
4090,E01004218,,43.0,122.0,72.0,72.0,146.0,,455.0
4091,E01004219,,,186.0,29.0,125.0,78.0,,418.0
4092,E01004221,153.0,34.0,124.0,117.0,41.0,122.0,,591.0
4093,E01004222,,,125.0,48.0,80.0,150.0,,403.0
4094,E01004223,,,59.0,36.0,38.0,122.0,,255.0
4095,E01004224,150.0,39.0,180.0,40.0,116.0,146.0,,671.0
4096,E01004225,,36.0,112.0,40.0,78.0,110.0,,376.0
4097,E01004226,,37.0,127.0,123.0,91.0,192.0,,570.0
4098,E01004228,,38.0,119.0,76.0,43.0,121.0,,397.0
4099,E01004229,,,130.0,28.0,78.0,155.0,,391.0
4100,E01004230,,,,40.0,,70.0,,110.0
4101,E01004231,,32.0,195.0,83.0,108.0,168.0,41.0,627.0
4102,E01004232,,,50.0,40.0,46.0,118.0,51.0,305.0
4103,E01004233,,,52.0,71.0,46.0,108.0,,277.0
4104,E01004234,,44.0,123.0,123.0,36.0,166.0,,492.0
4105,E01004235,,,119.0,33.0,80.0,97.0,,329.0
4106,E01004236,,,115.0,,76.0,105.0,,296.0
4107,E01004237,,,120.0,70.0,35.0,158.0,42.0,425.0
4108,E01004238,143.0,68.0,182.0,49.0,109.0,198.0,,749.0
4109,E01004239,,43.0,138.0,78.0,71.0,36.0,,366.0
4110,E01004240,,34.0,,,,86.0,,120.0
4111,E01004241,,29.0,112.0,40.0,36.0,77.0,,294.0
4112,E01004242,,44.0,58.0,83.0,37.0,164.0,32.0,418.0
4113,E01004243,,,176.0,,117.0,108.0,,401.0
4114,E01004244,,,136.0,43.0,76.0,151.0,,406.0
4115,E01004245,,,62.0,43.0,,111.0,,216.0
4116,E01004246,,,123.0,125.0,74.0,161.0,35.0,518.0
4117,E01004247,142.0,75.0,138.0,35.0,84.0,260.0,,734.0
4118,E01004248,,43.0,44.0,87.0,39.0,167.0,,380.0
4119,E01004249,316.0,,170.0,44.0,79.0,113.0,,722.0
4120,E01004250,176.0,75.0,125.0,,77.0,84.0,,537.0
4121,E01004251,151.0,,164.0,79.0,120.0,119.0,44.0,677.0
4122,E01004252,159.0,33.0,196.0,160.0,123.0,171.0,40.0,882.0
4123,E01004253,,75.0,127.0,43.0,83.0,115.0,77.0,520.0
4124,E01004254,,,191.0,83.0,87.0,151.0,,512.0
4125,E01004255,,,129.0,84.0,37.0,203.0,37.0,490.0
4126,E01004256,,,121.0,32.0,38.0,83.0,36.0,310.0
4127,E01004257,163.0,35.0,177.0,74.0,84.0,162.0,,695.0
4128,E01004258,,,68.0,124.0,47.0,165.0,,404.0
4129,E01004259,318.0,34.0,259.0,80.0,83.0,190.0,46.0,1010.0
4130,E01004260,,,199.0,89.0,130.0,214.0,,632.0
4131,E01004261,164.0,,184.0,83.0,83.0,151.0,45.0,710.0
4132,E01004262,146.0,85.0,136.0,111.0,71.0,195.0,36.0,780.0
4133,E01004263,,29.0,194.0,41.0,119.0,160.0,,543.0
4134,E01004264,,,60.0,36.0,40.0,117.0,,253.0
4135,E01004266,,,107.0,,84.0,116.0,,307.0
4136,E01004267,168.0,36.0,117.0,60.0,46.0,170.0,39.0,636.0
4137,E01004268,,44.0,68.0,37.0,39.0,120.0,38.0,346.0
4138,E01004269,,66.0,203.0,45.0,102.0,166.0,,582.0
4139,E01004270,,,110.0,78.0,84.0,117.0,,389.0
4140,E01004271,,,71.0,,36.0,73.0,,180.0
4141,E01004272,,,126.0,40.0,83.0,155.0,,404.0
4142,E01004273,,70.0,74.0,41.0,47.0,123.0,,355.0
4143,E01004274,,,126.0,82.0,68.0,197.0,42.0,515.0
4144,E01004275,,,71.0,44.0,44.0,82.0,,241.0
4145,E01004276,,39.0,,,,79.0,,118.0
4146,E01004277,311.0,,239.0,124.0,127.0,199.0,,1000.0
4147,E01004280,,71.0,117.0,72.0,76.0,77.0,,413.0
4148,E01004281,,,,,,81.0,,81.0
4149,E01004283,129.0,80.0,72.0,69.0,,108.0,,458.0
4150,E01004284,,110.0,112.0,121.0,84.0,84.0,,511.0
4151,E01004285,155.0,38.0,115.0,,36.0,123.0,,467.0
4152,E01004286,,,61.0,115.0,41.0,87.0,,304.0
4153,E01004287,,,67.0,44.0,34.0,47.0,,192.0
4154,E01004288,181.0,,54.0,73.0,,83.0,41.0,432.0
4155,E01004289,,64.0,131.0,70.0,43.0,80.0,,388.0
4156,E01004290,,,175.0,83.0,125.0,73.0,,456.0
4157,E01004291,,,107.0,,76.0,78.0,,261.0
4158,E01004292,,,66.0,,41.0,38.0,,145.0
4159,E01004293,322.0,,143.0,41.0,,175.0,,681.0
4160,E01004294,159.0,,126.0,33.0,36.0,74.0,,428.0
4161,E01004295,,32.0,130.0,74.0,82.0,159.0,44.0,521.0
4162,E01004296,,33.0,,37.0,,142.0,,212.0
4163,E01004297,,,130.0,38.0,81.0,77.0,,326.0
4164,E01004298,181.0,45.0,70.0,73.0,46.0,107.0,36.0,558.0
4165,E01004300,,,67.0,115.0,,77.0,31.0,290.0
4166,E01004301,149.0,,122.0,82.0,77.0,106.0,,536.0
4167,E01004302,161.0,36.0,179.0,36.0,122.0,81.0,43.0,658.0
4168,E01004303,149.0,45.0,119.0,75.0,39.0,106.0,,533.0
4169,E01004304,161.0,,67.0,161.0,41.0,124.0,46.0,600.0
4170,E01004305,,34.0,132.0,36.0,72.0,157.0,,431.0
4171,E01004306,,38.0,317.0,39.0,170.0,202.0,38.0,804.0
4172,E01004307,286.0,35.0,194.0,111.0,88.0,158.0,,872.0
4173,E01004308,169.0,,70.0,44.0,44.0,76.0,,403.0
4174,E01004309,151.0,41.0,206.0,88.0,126.0,151.0,84.0,847.0
4175,E01004310,,,70.0,81.0,41.0,154.0,,346.0
4176,E01004311,167.0,,121.0,123.0,38.0,100.0,,549.0
4177,E01004312,,37.0,125.0,42.0,78.0,125.0,36.0,443.0
4178,E01004313,,,122.0,74.0,86.0,174.0,82.0,538.0
4179,E01004314,,,49.0,89.0,42.0,84.0,,264.0
4180,E01004315,,40.0,,37.0,,107.0,,184.0
4181,E01004316,,,245.0,39.0,128.0,112.0,,524.0
4182,E01004317,150.0,34.0,49.0,150.0,43.0,189.0,36.0,651.0
4183,E01004318,185.0,,134.0,159.0,86.0,151.0,42.0,757.0
4184,E01004319,169.0,,185.0,32.0,73.0,201.0,,660.0
4185,E01004321,173.0,,242.0,86.0,122.0,141.0,,764.0
4186,E01004322,172.0,28.0,195.0,90.0,105.0,170.0,39.0,799.0
4187,E01004323,,,115.0,119.0,88.0,81.0,34.0,437.0
4188,E01004324,,,53.0,40.0,37.0,117.0,,247.0
4189,E01004325,299.0,37.0,240.0,109.0,138.0,146.0,34.0,1003.0
4190,E01004326,471.0,,174.0,81.0,43.0,157.0,46.0,972.0
4191,E01004327,140.0,41.0,122.0,,,36.0,,339.0
4192,E01004328,,,60.0,43.0,34.0,77.0,,214.0
4193,E01004329,,36.0,118.0,72.0,39.0,118.0,,383.0
4194,E01004330,147.0,,133.0,,71.0,80.0,,431.0
4195,E01004331,,44.0,,37.0,,120.0,,201.0
4196,E01004332,,40.0,114.0,41.0,42.0,124.0,,361.0
4197,E01004333,,37.0,60.0,45.0,44.0,38.0,,224.0
4198,E01004334,,,190.0,81.0,111.0,112.0,,494.0
4199,E01004335,,37.0,125.0,,71.0,152.0,,385.0
4200,E01004336,,46.0,63.0,41.0,41.0,129.0,,320.0
4201,E01004337,,40.0,109.0,81.0,77.0,81.0,,388.0
4202,E01004338,,,116.0,,79.0,121.0,,316.0
4203,E01004339,,,60.0,40.0,35.0,167.0,,302.0
4204,E01004340,,,127.0,46.0,35.0,115.0,,323.0
4205,E01004341,,62.0,64.0,82.0,39.0,118.0,,365.0
4206,E01004342,,,191.0,85.0,115.0,147.0,36.0,574.0
4207,E01004343,,,,35.0,,71.0,,106.0
4208,E01004344,,,120.0,45.0,76.0,125.0,,366.0
4209,E01004345,,,65.0,88.0,36.0,147.0,,336.0
4210,E01004346,,,175.0,,122.0,153.0,,450.0
4211,E01004347,,,,38.0,,62.0,,100.0
4212,E01004348,,,114.0,88.0,73.0,214.0,43.0,532.0
4213,E01004349,,,,41.0,,35.0,,76.0
4214,E01004350,,,69.0,,36.0,119.0,,224.0
4215,E01004351,,,64.0,33.0,43.0,124.0,,264.0
4216,E01004352,,,58.0,42.0,,84.0,,184.0
4217,E01004353,,,,51.0,,83.0,,134.0
4218,E01004354,151.0,,123.0,80.0,36.0,159.0,,549.0
4219,E01004355,173.0,30.0,71.0,36.0,,129.0,,439.0
4220,E01004356,,39.0,49.0,36.0,34.0,119.0,,277.0
4221,E01004357,,,129.0,,84.0,116.0,,329.0
4222,E01004358,,39.0,,35.0,,83.0,,157.0
4223,E01004359,,,69.0,42.0,38.0,112.0,,261.0
4224,E01004360,,34.0,,,,82.0,,116.0
4225,E01004361,,,,,,43.0,,43.0
4226,E01004362,169.0,,64.0,39.0,36.0,75.0,,383.0
4227,E01004363,158.0,33.0,111.0,80.0,79.0,114.0,,575.0
4228,E01004364,179.0,32.0,116.0,86.0,80.0,81.0,,574.0
4229,E01004365,,,186.0,40.0,118.0,197.0,39.0,580.0
4230,E01004366,,38.0,61.0,80.0,40.0,112.0,,331.0
4231,E01004367,,,57.0,32.0,36.0,123.0,,248.0
4232,E01004368,,,65.0,45.0,,140.0,,250.0
4233,E01004369,,28.0,173.0,79.0,128.0,91.0,,499.0
4234,E01004370,,,55.0,37.0,44.0,148.0,,284.0
4235,E01004371,,,,,,70.0,,70.0
4236,E01004372,,,,36.0,,30.0,,66.0
4237,E01004373,,,64.0,44.0,43.0,125.0,,276.0
4238,E01004374,,42.0,60.0,38.0,40.0,122.0,,302.0
4239,E01004375,,,66.0,36.0,48.0,160.0,,310.0
4240,E01004376,,,119.0,68.0,36.0,84.0,,307.0
4241,E01004377,,,73.0,,38.0,80.0,,191.0
4242,E01004378,,40.0,,44.0,,171.0,,255.0
4243,E01004379,,36.0,121.0,,78.0,154.0,,389.0
4244,E01004380,,,69.0,87.0,45.0,173.0,,374.0
4245,E01004381,,,105.0,38.0,67.0,76.0,,286.0
4246,E01004382,,,123.0,,69.0,78.0,,270.0
4247,E01004383,,37.0,68.0,,43.0,127.0,,275.0
4248,E01004384,,37.0,128.0,41.0,82.0,83.0,,371.0
4249,E01004385,155.0,,125.0,,47.0,113.0,,440.0
4250,E01004386,,,,,,40.0,,40.0
4251,E01004387,,,66.0,,,42.0,,108.0
4252,E01004388,,,59.0,39.0,32.0,67.0,,197.0
4253,E01004389,,,60.0,71.0,38.0,156.0,,325.0
4254,E01004390,,,52.0,38.0,43.0,112.0,,245.0
4255,E01004391,,24.0,143.0,35.0,79.0,86.0,,367.0
4256,E01004392,,,135.0,78.0,70.0,116.0,35.0,434.0
4257,E01004393,,,123.0,51.0,83.0,120.0,,377.0
4258,E01004394,,,,88.0,,70.0,,158.0
4259,E01004395,,,,37.0,,89.0,,126.0
4260,E01004396,137.0,,171.0,,46.0,120.0,,474.0
4261,E01004397,145.0,74.0,240.0,118.0,147.0,197.0,40.0,961.0
4262,E01004398,,,127.0,36.0,82.0,150.0,,395.0
4263,E01004399,,,54.0,37.0,40.0,124.0,36.0,291.0
4264,E01004400,162.0,,61.0,85.0,38.0,122.0,,468.0
4265,E01004401,,40.0,118.0,82.0,79.0,162.0,,481.0
4266,E01004402,,,76.0,32.0,37.0,40.0,,185.0
4267,E01004403,,,128.0,45.0,87.0,120.0,,380.0
4268,E01004404,,42.0,,81.0,,110.0,,233.0
4269,E01004405,,,123.0,38.0,,158.0,,319.0
4270,E01004406,,36.0,118.0,38.0,80.0,162.0,,434.0
4271,E01004407,,42.0,63.0,85.0,33.0,124.0,,347.0
4272,E01004408,,,,38.0,,125.0,,163.0
4273,E01004409,,42.0,195.0,173.0,118.0,114.0,,642.0
4274,E01004410,146.0,,111.0,,42.0,116.0,,415.0
4275,E01004411,146.0,,65.0,41.0,40.0,166.0,,458.0
4276,E01004412,,,130.0,65.0,45.0,124.0,,364.0
4277,E01004413,,,59.0,38.0,36.0,80.0,37.0,250.0
4278,E01004414,173.0,,121.0,42.0,76.0,166.0,,578.0
4279,E01004415,,46.0,49.0,38.0,47.0,131.0,,311.0
4280,E01004416,,,65.0,39.0,34.0,129.0,,267.0
4281,E01004417,,,73.0,,42.0,107.0,,222.0
4282,E01004418,,38.0,,34.0,,89.0,,161.0
4283,E01004419,321.0,,191.0,,35.0,165.0,,712.0
4284,E01004420,138.0,40.0,125.0,73.0,41.0,185.0,,602.0
4285,E01004421,,,121.0,33.0,84.0,155.0,,393.0
4286,E01004422,,,191.0,111.0,114.0,161.0,,577.0
4287,E01004423,151.0,42.0,54.0,42.0,47.0,162.0,,498.0
4288,E01004424,,,60.0,38.0,36.0,162.0,48.0,344.0
4289,E01004425,,,71.0,37.0,43.0,76.0,32.0,259.0
4290,E01004426,,,,82.0,,81.0,,163.0
4291,E01004427,151.0,37.0,58.0,76.0,37.0,128.0,,487.0
4292,E01004428,,39.0,58.0,,46.0,38.0,,181.0
4293,E01004429,325.0,,142.0,35.0,45.0,124.0,,671.0
4294,E01004430,,25.0,134.0,113.0,34.0,164.0,41.0,511.0
4295,E01004432,,,,36.0,,80.0,,116.0
4296,E01004434,,,70.0,38.0,,144.0,,252.0
4297,E01004435,,,59.0,,39.0,110.0,,208.0
4298,E01004436,,67.0,118.0,,85.0,77.0,,347.0
4299,E01004437,318.0,,123.0,,37.0,114.0,,592.0
4300,E01004438,,35.0,64.0,168.0,42.0,182.0,,491.0
4301,E01004439,169.0,,66.0,34.0,,78.0,,347.0
4302,E01004440,,36.0,179.0,82.0,117.0,165.0,,579.0
4303,E01004441,,,64.0,,39.0,89.0,,192.0
4304,E01004442,152.0,,69.0,,,83.0,,304.0
4305,E01004443,,40.0,117.0,73.0,92.0,136.0,,458.0
4306,E01004444,169.0,40.0,135.0,38.0,81.0,154.0,40.0,657.0
4307,E01004445,,,176.0,,121.0,165.0,,462.0
4308,E01004446,177.0,,61.0,44.0,35.0,121.0,,438.0
4309,E01004447,150.0,,122.0,75.0,,114.0,,461.0
4310,E01004448,,35.0,69.0,,37.0,165.0,,306.0
4311,E01004449,,,,36.0,,118.0,41.0,195.0
4312,E01004450,172.0,,65.0,40.0,,71.0,,348.0
4313,E01004451,,,,80.0,,85.0,,165.0
4314,E01004452,,35.0,182.0,77.0,70.0,117.0,,481.0
4315,E01004453,,,142.0,,77.0,87.0,41.0,347.0
4316,E01004454,,,62.0,,38.0,89.0,,189.0
4317,E01004455,,,132.0,78.0,79.0,152.0,83.0,524.0
4318,E01004456,,33.0,,44.0,,113.0,,190.0
4319,E01004457,,43.0,121.0,68.0,68.0,82.0,,382.0
4320,E01004458,,,113.0,35.0,83.0,147.0,,378.0
4321,E01004459,,37.0,,,,107.0,,144.0
4322,E01004460,,83.0,,86.0,,152.0,,321.0
4323,E01004461,,,66.0,68.0,41.0,117.0,43.0,335.0
4324,E01004462,,30.0,186.0,70.0,125.0,81.0,28.0,520.0
4325,E01004463,,,54.0,78.0,,76.0,,208.0
4326,E01004464,,28.0,120.0,31.0,39.0,72.0,,290.0
4327,E01004465,,35.0,53.0,40.0,41.0,81.0,,250.0
4328,E01004466,,37.0,,39.0,,79.0,,155.0
4329,E01004467,141.0,,67.0,124.0,34.0,166.0,,532.0
4330,E01004468,,,,83.0,,106.0,,189.0
4331,E01004469,,31.0,52.0,41.0,34.0,77.0,,235.0
4332,E01004470,153.0,29.0,131.0,77.0,74.0,80.0,,544.0
4333,E01004471,,,,43.0,,78.0,36.0,157.0
4334,E01004472,,,59.0,38.0,45.0,111.0,38.0,291.0
4335,E01004473,,,,,,134.0,,134.0
4336,E01004474,172.0,38.0,131.0,121.0,74.0,148.0,,684.0
4337,E01004475,,,54.0,36.0,40.0,38.0,,168.0
4338,E01004476,,,,44.0,,154.0,,198.0
4339,E01004477,,,,,,41.0,,41.0
4340,E01004478,,,64.0,81.0,33.0,82.0,36.0,296.0
4341,E01004479,,,,,,45.0,,45.0
4342,E01004480,,,,43.0,,28.0,,71.0
4343,E01004481,,,130.0,34.0,66.0,85.0,,315.0
4344,E01004482,,,,43.0,,71.0,,114.0
4345,E01004483,153.0,41.0,55.0,36.0,,137.0,,422.0
4346,E01004484,,,63.0,,42.0,123.0,,228.0
4347,E01004485,,38.0,57.0,34.0,39.0,89.0,,257.0
4348,E01004486,,33.0,,,,44.0,,77.0
4349,E01004487,,,,35.0,,74.0,,109.0
4350,E01004488,,40.0,,40.0,,78.0,,158.0
4351,E01004489,,,63.0,43.0,30.0,111.0,,247.0
4352,E01004490,,40.0,,,,48.0,,88.0
4353,E01004491,,,58.0,39.0,38.0,41.0,,176.0
4354,E01004492,,,66.0,42.0,38.0,173.0,,319.0
4355,E01004493,,,125.0,43.0,43.0,79.0,,290.0
4356,E01004494,163.0,40.0,63.0,36.0,,199.0,37.0,538.0
4357,E01004495,,,,,,41.0,,41.0
4358,E01004496,,,131.0,77.0,36.0,115.0,,359.0
4359,E01004497,,,55.0,36.0,36.0,47.0,37.0,211.0
4360,E01004498,,,59.0,38.0,34.0,38.0,,169.0
4361,E01004499,,,,42.0,,166.0,,208.0
4362,E01004500,,,64.0,,39.0,39.0,,142.0
4363,E01004501,,,,,,70.0,,70.0
4364,E01004502,,,,39.0,,77.0,,116.0
4365,E01004503,,,,72.0,,82.0,,154.0
4366,E01004504,,,66.0,,46.0,113.0,40.0,265.0
4367,E01004505,154.0,,57.0,42.0,,130.0,,383.0
4368,E01004506,,,114.0,77.0,82.0,38.0,,311.0
4369,E01004507,,,55.0,40.0,42.0,118.0,,255.0
4370,E01004508,,39.0,68.0,120.0,39.0,128.0,,394.0
4371,E01004509,,37.0,134.0,112.0,73.0,157.0,,513.0
4372,E01004510,,,,35.0,,76.0,,111.0
4373,E01004511,173.0,,52.0,,,200.0,,425.0
4374,E01004512,,,,,,37.0,,37.0
4375,E01004513,154.0,,63.0,77.0,44.0,80.0,,418.0
4376,E01004514,,,128.0,38.0,92.0,161.0,44.0,463.0
4377,E01004515,,,,34.0,,113.0,,147.0
4378,E01004516,,,,,,116.0,,116.0
4379,E01004517,,,59.0,36.0,39.0,165.0,29.0,328.0
4380,E01004518,168.0,34.0,143.0,76.0,43.0,112.0,,576.0
4381,E01004519,,,61.0,40.0,,84.0,,185.0
4382,E01004520,,,,,,40.0,,40.0
4383,E01004521,,,,,,65.0,,65.0
4384,E01004522,,36.0,,,,89.0,,125.0
4385,E01004523,,37.0,51.0,87.0,40.0,130.0,,345.0
4386,E01004524,,39.0,58.0,75.0,36.0,117.0,,325.0
4387,E01004525,148.0,31.0,173.0,119.0,82.0,205.0,36.0,794.0
4388,E01004526,,,69.0,38.0,37.0,80.0,,224.0
4389,E01004527,,,211.0,32.0,127.0,117.0,,487.0
4390,E01004528,,34.0,116.0,40.0,41.0,121.0,,352.0
4391,E01004529,,,,37.0,,112.0,,149.0
4392,E01004530,,42.0,62.0,37.0,41.0,79.0,,261.0
4393,E01004531,,,57.0,38.0,33.0,42.0,,170.0
4394,E01004532,,,,43.0,,78.0,,121.0
4395,E01004533,,,64.0,,39.0,83.0,,186.0
4396,E01004534,,,,84.0,,155.0,,239.0
4397,E01004535,,41.0,142.0,41.0,40.0,119.0,,383.0
4398,E01004536,162.0,35.0,127.0,74.0,39.0,148.0,,585.0
4399,E01004537,,42.0,65.0,37.0,,165.0,,309.0
4400,E01004538,,36.0,,77.0,,76.0,,189.0
4401,E01004539,,,139.0,76.0,42.0,110.0,42.0,409.0
4402,E01004540,,32.0,125.0,73.0,81.0,110.0,,421.0
4403,E01004541,,71.0,60.0,81.0,33.0,91.0,,336.0
4404,E01004542,179.0,45.0,59.0,,,93.0,,376.0
4405,E01004543,,,58.0,,42.0,120.0,37.0,257.0
4406,E01004544,,,,33.0,,38.0,,71.0
4407,E01004545,,37.0,66.0,79.0,50.0,190.0,,422.0
4408,E01004546,,39.0,,,,,,39.0
4409,E01004547,,,56.0,,42.0,35.0,,133.0
4410,E01004548,,,64.0,75.0,44.0,81.0,37.0,301.0
4411,E01004549,,,,39.0,,80.0,,119.0
4412,E01004550,,,,,,35.0,,35.0
4413,E01004551,,73.0,73.0,73.0,32.0,214.0,,465.0
