LSOA,Anti Semitic,Disability,Faith,Homophobic,Islamophobic,Racist,Transgender,Total All Incidents,AntiSem_and_Islam,Faith_noIslamAntiSem
E01001617,0.0,0.0,65.0,0.0,31.0,76.0,0.0,172.0,31.0,34.0
E01001618,173.0,0.0,55.0,36.0,0.0,109.0,0.0,373.0,173.0,-118.0
E01001619,0.0,0.0,56.0,40.0,36.0,108.0,0.0,240.0,36.0,20.0
E01001620,0.0,0.0,69.0,0.0,43.0,121.0,0.0,233.0,43.0,26.0
E01001621,0.0,81.0,63.0,98.0,41.0,170.0,0.0,453.0,41.0,22.0
E01001623,0.0,41.0,0.0,0.0,0.0,122.0,0.0,163.0,0.0,0.0
E01001624,0.0,0.0,0.0,39.0,0.0,77.0,0.0,116.0,0.0,0.0
E01001625,0.0,0.0,67.0,0.0,0.0,113.0,0.0,180.0,0.0,67.0
E01001629,0.0,35.0,180.0,0.0,128.0,131.0,0.0,474.0,128.0,52.0
E01001631,0.0,73.0,104.0,124.0,83.0,106.0,0.0,490.0,83.0,21.0
E01001632,0.0,0.0,0.0,0.0,0.0,114.0,0.0,114.0,0.0,0.0
E01001633,0.0,39.0,59.0,39.0,40.0,121.0,0.0,298.0,40.0,19.0
E01001634,0.0,35.0,0.0,45.0,0.0,74.0,0.0,154.0,0.0,0.0
E01001635,0.0,0.0,0.0,30.0,0.0,90.0,0.0,120.0,0.0,0.0
E01001636,0.0,0.0,70.0,44.0,42.0,116.0,0.0,272.0,42.0,28.0
E01001637,148.0,0.0,151.0,41.0,0.0,85.0,0.0,425.0,148.0,3.0
