LSOA,Anti Semitic,Disability,Faith,Homophobic,Islamophobic,Racist,Transgender,Total All Incidents,AntiSem_and_Islam,Faith_noIslamAntiSem
E01000312,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.0
E01000313,165.0,41.0,130.0,77.0,92.0,125.0,0.0,630.0,257.0,-127.0
E01000314,314.0,0.0,125.0,0.0,0.0,109.0,0.0,548.0,314.0,-189.0
E01000315,0.0,0.0,123.0,40.0,79.0,122.0,43.0,407.0,79.0,44.0
E01000316,303.0,86.0,295.0,0.0,105.0,114.0,0.0,903.0,408.0,-113.0
E01000317,285.0,0.0,135.0,0.0,40.0,129.0,0.0,589.0,325.0,-190.0
E01000318,161.0,0.0,113.0,0.0,44.0,202.0,0.0,520.0,205.0,-92.0
E01000319,491.0,0.0,180.0,0.0,47.0,122.0,0.0,840.0,538.0,-358.0
E01000320,175.0,0.0,47.0,42.0,0.0,118.0,0.0,382.0,175.0,-128.0
E01000321,306.0,32.0,177.0,0.0,47.0,114.0,0.0,676.0,353.0,-176.0
E01000322,148.0,73.0,66.0,83.0,0.0,73.0,0.0,443.0,148.0,-82.0
E01000323,483.0,82.0,243.0,134.0,41.0,150.0,0.0,1133.0,524.0,-281.0
E01000324,0.0,0.0,53.0,33.0,50.0,38.0,0.0,174.0,50.0,3.0
E01000325,0.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,0.0
E01000326,0.0,0.0,0.0,38.0,0.0,110.0,0.0,148.0,0.0,0.0
E01000327,0.0,0.0,54.0,0.0,39.0,112.0,0.0,205.0,39.0,15.0
E01000328,0.0,39.0,0.0,43.0,0.0,81.0,0.0,163.0,0.0,0.0
E01000329,163.0,0.0,55.0,40.0,40.0,120.0,0.0,418.0,203.0,-148.0
E01000330,0.0,0.0,0.0,127.0,0.0,127.0,0.0,254.0,0.0,0.0
E01000331,0.0,0.0,0.0,42.0,0.0,121.0,0.0,163.0,0.0,0.0
E01000332,0.0,0.0,0.0,0.0,0.0,39.0,30.0,69.0,0.0,0.0
E01000333,0.0,0.0,0.0,38.0,0.0,126.0,0.0,164.0,0.0,0.0
E01000334,0.0,0.0,53.0,0.0,0.0,84.0,0.0,137.0,0.0,53.0
E01000335,146.0,0.0,63.0,45.0,0.0,165.0,0.0,419.0,146.0,-83.0
E01000336,0.0,0.0,59.0,46.0,40.0,107.0,0.0,252.0,40.0,19.0
E01000337,0.0,0.0,0.0,76.0,0.0,44.0,0.0,120.0,0.0,0.0
E01000338,0.0,0.0,0.0,82.0,0.0,118.0,0.0,200.0,0.0,0.0
E01000339,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,0.0
E01000340,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,0.0
E01000341,0.0,0.0,0.0,33.0,0.0,37.0,0.0,70.0,0.0,0.0
E01000342,0.0,0.0,0.0,39.0,0.0,81.0,0.0,120.0,0.0,0.0
E01000343,0.0,0.0,0.0,37.0,0.0,71.0,0.0,108.0,0.0,0.0
E01000344,0.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,0.0
E01000346,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0
E01000347,0.0,0.0,53.0,46.0,44.0,68.0,0.0,211.0,44.0,9.0
E01000348,0.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0
E01000349,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0
E01000350,0.0,0.0,0.0,34.0,0.0,47.0,0.0,81.0,0.0,0.0
E01000351,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,0.0
E01000352,0.0,0.0,0.0,33.0,0.0,87.0,0.0,120.0,0.0,0.0
E01000353,0.0,0.0,0.0,0.0,0.0,118.0,0.0,118.0,0.0,0.0
E01000354,0.0,31.0,71.0,0.0,0.0,68.0,0.0,170.0,0.0,71.0
E01000355,0.0,0.0,0.0,0.0,0.0,85.0,0.0,85.0,0.0,0.0
E01000356,0.0,38.0,66.0,0.0,0.0,79.0,0.0,183.0,0.0,66.0
E01000357,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,0.0
E01000358,0.0,0.0,0.0,31.0,0.0,133.0,0.0,164.0,0.0,0.0
E01000359,0.0,0.0,0.0,0.0,0.0,159.0,0.0,159.0,0.0,0.0
E01000360,0.0,69.0,60.0,163.0,43.0,195.0,39.0,569.0,43.0,17.0
E01000361,0.0,0.0,0.0,72.0,0.0,72.0,0.0,144.0,0.0,0.0
E01000362,0.0,0.0,105.0,150.0,70.0,198.0,46.0,569.0,70.0,35.0
E01000363,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,0.0,0.0
E01000364,0.0,0.0,63.0,36.0,46.0,44.0,0.0,189.0,46.0,17.0
E01000365,0.0,42.0,0.0,72.0,0.0,155.0,0.0,269.0,0.0,0.0
E01000366,0.0,0.0,0.0,0.0,0.0,66.0,0.0,66.0,0.0,0.0
E01000367,0.0,0.0,0.0,79.0,0.0,152.0,0.0,231.0,0.0,0.0
E01000368,0.0,0.0,0.0,42.0,0.0,179.0,0.0,221.0,0.0,0.0
E01000369,0.0,0.0,0.0,28.0,0.0,119.0,0.0,147.0,0.0,0.0
E01000370,0.0,0.0,0.0,42.0,0.0,112.0,0.0,154.0,0.0,0.0
E01000372,0.0,0.0,0.0,85.0,0.0,146.0,0.0,231.0,0.0,0.0
E01000373,0.0,0.0,0.0,71.0,0.0,110.0,0.0,181.0,0.0,0.0
E01000374,0.0,0.0,0.0,44.0,0.0,80.0,0.0,124.0,0.0,0.0
E01000375,0.0,0.0,0.0,42.0,0.0,127.0,0.0,169.0,0.0,0.0
E01000376,0.0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,0.0,0.0
E01000377,0.0,0.0,125.0,39.0,70.0,114.0,0.0,348.0,70.0,55.0
E01000378,0.0,42.0,118.0,40.0,68.0,195.0,0.0,463.0,68.0,50.0
E01000379,0.0,37.0,0.0,36.0,0.0,38.0,0.0,111.0,0.0,0.0
E01000380,0.0,0.0,0.0,43.0,0.0,40.0,0.0,83.0,0.0,0.0
E01000381,0.0,77.0,0.0,44.0,0.0,67.0,43.0,231.0,0.0,0.0
E01000382,0.0,0.0,0.0,0.0,0.0,71.0,0.0,71.0,0.0,0.0
E01000383,0.0,0.0,0.0,43.0,0.0,146.0,0.0,189.0,0.0,0.0
E01000384,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,0.0
E01000385,0.0,34.0,62.0,36.0,44.0,161.0,0.0,337.0,44.0,18.0
E01000386,0.0,39.0,60.0,0.0,0.0,128.0,0.0,227.0,0.0,60.0
E01000387,0.0,0.0,0.0,0.0,0.0,58.0,0.0,58.0,0.0,0.0
E01000388,0.0,36.0,0.0,46.0,0.0,40.0,0.0,122.0,0.0,0.0
E01000389,0.0,41.0,52.0,0.0,47.0,107.0,0.0,247.0,47.0,5.0
E01000390,0.0,0.0,52.0,0.0,44.0,159.0,0.0,255.0,44.0,8.0
E01000391,0.0,0.0,0.0,36.0,0.0,118.0,0.0,154.0,0.0,0.0
E01000392,0.0,78.0,118.0,74.0,40.0,198.0,0.0,508.0,40.0,78.0
E01000393,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,0.0,0.0
E01000394,0.0,33.0,0.0,0.0,0.0,84.0,0.0,117.0,0.0,0.0
E01000395,0.0,45.0,0.0,0.0,0.0,74.0,0.0,119.0,0.0,0.0
E01000396,0.0,0.0,0.0,0.0,0.0,43.0,0.0,43.0,0.0,0.0
E01000398,0.0,0.0,0.0,0.0,0.0,46.0,0.0,46.0,0.0,0.0
E01000399,0.0,0.0,64.0,82.0,35.0,116.0,0.0,297.0,35.0,29.0
E01000400,0.0,0.0,0.0,0.0,0.0,74.0,0.0,74.0,0.0,0.0
E01000401,0.0,0.0,139.0,37.0,39.0,148.0,0.0,363.0,39.0,100.0
E01000402,0.0,41.0,0.0,78.0,0.0,81.0,47.0,247.0,0.0,0.0
E01000403,153.0,34.0,115.0,40.0,0.0,163.0,0.0,505.0,153.0,-38.0
E01000404,173.0,0.0,131.0,38.0,0.0,115.0,0.0,457.0,173.0,-42.0
E01000405,0.0,0.0,68.0,42.0,0.0,124.0,0.0,234.0,0.0,68.0
E01000406,0.0,0.0,122.0,40.0,87.0,117.0,0.0,366.0,87.0,35.0
E01000407,0.0,43.0,0.0,0.0,0.0,36.0,0.0,79.0,0.0,0.0
E01000408,0.0,0.0,71.0,0.0,37.0,162.0,0.0,270.0,37.0,34.0
E01000409,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,0.0
E01000410,0.0,0.0,0.0,42.0,0.0,114.0,0.0,156.0,0.0,0.0
E01000411,0.0,0.0,59.0,0.0,0.0,80.0,0.0,139.0,0.0,59.0
E01000412,162.0,0.0,61.0,43.0,0.0,154.0,0.0,420.0,162.0,-101.0
E01000413,151.0,0.0,126.0,0.0,0.0,112.0,0.0,389.0,151.0,-25.0
E01000414,0.0,0.0,60.0,40.0,47.0,150.0,0.0,297.0,47.0,13.0
E01000415,0.0,0.0,0.0,36.0,0.0,40.0,0.0,76.0,0.0,0.0
E01000416,0.0,0.0,68.0,33.0,43.0,193.0,0.0,337.0,43.0,25.0
E01000417,0.0,71.0,0.0,33.0,0.0,114.0,0.0,218.0,0.0,0.0
E01000418,0.0,0.0,0.0,38.0,0.0,75.0,0.0,113.0,0.0,0.0
E01000419,0.0,0.0,55.0,0.0,0.0,0.0,0.0,55.0,0.0,55.0
E01000420,0.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,0.0
E01000421,0.0,0.0,0.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0
E01000422,173.0,0.0,71.0,75.0,0.0,126.0,0.0,445.0,173.0,-102.0
E01000423,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,0.0
E01000424,157.0,0.0,61.0,46.0,0.0,77.0,0.0,341.0,157.0,-96.0
E01000425,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,0.0
E01000426,0.0,0.0,0.0,0.0,0.0,79.0,0.0,79.0,0.0,0.0
E01000427,0.0,33.0,0.0,0.0,0.0,121.0,0.0,154.0,0.0,0.0
E01000428,0.0,0.0,49.0,41.0,44.0,85.0,117.0,336.0,44.0,5.0
E01000429,0.0,0.0,71.0,89.0,38.0,79.0,0.0,277.0,38.0,33.0
E01000430,0.0,0.0,64.0,0.0,47.0,114.0,0.0,225.0,47.0,17.0
E01000431,0.0,0.0,62.0,76.0,36.0,105.0,0.0,279.0,36.0,26.0
E01000432,0.0,40.0,70.0,90.0,39.0,162.0,0.0,401.0,39.0,31.0
E01000433,0.0,0.0,64.0,81.0,37.0,112.0,0.0,294.0,37.0,27.0
E01000434,0.0,0.0,47.0,41.0,37.0,157.0,0.0,282.0,37.0,10.0
E01000435,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,0.0
E01000436,0.0,0.0,63.0,0.0,46.0,42.0,0.0,151.0,46.0,17.0
E01000437,0.0,0.0,0.0,0.0,0.0,38.0,0.0,38.0,0.0,0.0
E01000438,0.0,0.0,0.0,0.0,0.0,117.0,0.0,117.0,0.0,0.0
E01000439,0.0,0.0,67.0,42.0,40.0,162.0,0.0,311.0,40.0,27.0
E01000440,0.0,0.0,0.0,0.0,0.0,81.0,0.0,81.0,0.0,0.0
E01000441,0.0,0.0,0.0,40.0,0.0,205.0,0.0,245.0,0.0,0.0
E01000442,0.0,0.0,61.0,74.0,0.0,114.0,0.0,249.0,0.0,61.0
E01000443,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,0.0,0.0
E01000444,0.0,0.0,63.0,0.0,43.0,77.0,0.0,183.0,43.0,20.0
E01000445,154.0,0.0,54.0,0.0,0.0,66.0,0.0,274.0,154.0,-100.0
E01000446,0.0,0.0,0.0,0.0,0.0,75.0,0.0,75.0,0.0,0.0
E01000447,0.0,0.0,65.0,40.0,34.0,68.0,0.0,207.0,34.0,31.0
E01000449,0.0,0.0,0.0,0.0,0.0,37.0,0.0,37.0,0.0,0.0
E01000450,0.0,0.0,0.0,0.0,0.0,50.0,40.0,90.0,0.0,0.0
E01000451,0.0,35.0,58.0,0.0,36.0,88.0,0.0,217.0,36.0,22.0
E01000452,0.0,0.0,60.0,0.0,0.0,79.0,0.0,139.0,0.0,60.0
E01000453,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0
E01000454,0.0,0.0,62.0,0.0,44.0,166.0,0.0,272.0,44.0,18.0
E01000455,0.0,36.0,0.0,0.0,0.0,39.0,0.0,75.0,0.0,0.0
E01000457,0.0,0.0,69.0,71.0,33.0,105.0,37.0,315.0,33.0,36.0
E01000458,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,0.0
E01000459,0.0,35.0,0.0,0.0,0.0,144.0,0.0,179.0,0.0,0.0
E01000460,0.0,0.0,56.0,0.0,0.0,35.0,0.0,91.0,0.0,56.0
E01000461,0.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0
E01000462,0.0,73.0,0.0,116.0,0.0,84.0,41.0,314.0,0.0,0.0
E01000463,0.0,0.0,0.0,43.0,0.0,39.0,0.0,82.0,0.0,0.0
E01000464,0.0,0.0,59.0,0.0,33.0,167.0,0.0,259.0,33.0,26.0
E01000465,0.0,0.0,0.0,84.0,0.0,113.0,0.0,197.0,0.0,0.0
E01000466,0.0,0.0,120.0,29.0,38.0,110.0,0.0,297.0,38.0,82.0
E01000467,0.0,0.0,0.0,0.0,0.0,43.0,0.0,43.0,0.0,0.0
E01000468,0.0,0.0,0.0,69.0,0.0,112.0,0.0,181.0,0.0,0.0
E01000469,0.0,38.0,65.0,0.0,43.0,76.0,0.0,222.0,43.0,22.0
E01000470,0.0,41.0,0.0,125.0,0.0,125.0,0.0,291.0,0.0,0.0
E01000471,0.0,0.0,62.0,0.0,40.0,82.0,0.0,184.0,40.0,22.0
E01000472,0.0,0.0,0.0,39.0,0.0,117.0,0.0,156.0,0.0,0.0
E01000473,0.0,47.0,55.0,44.0,40.0,75.0,0.0,261.0,40.0,15.0
E01000474,0.0,0.0,0.0,0.0,0.0,73.0,0.0,73.0,0.0,0.0
E01000475,0.0,0.0,68.0,0.0,0.0,116.0,38.0,222.0,0.0,68.0
E01000476,0.0,0.0,57.0,0.0,44.0,152.0,0.0,253.0,44.0,13.0
E01000477,0.0,30.0,66.0,0.0,42.0,119.0,39.0,296.0,42.0,24.0
E01000478,0.0,0.0,0.0,0.0,0.0,111.0,0.0,111.0,0.0,0.0
E01000479,0.0,0.0,75.0,43.0,41.0,182.0,0.0,341.0,41.0,34.0
E01000480,0.0,0.0,61.0,0.0,0.0,74.0,0.0,135.0,0.0,61.0
E01000481,0.0,0.0,0.0,0.0,0.0,47.0,0.0,47.0,0.0,0.0
E01000482,340.0,0.0,130.0,82.0,39.0,199.0,0.0,790.0,379.0,-249.0
E01000483,0.0,0.0,56.0,41.0,47.0,78.0,0.0,222.0,47.0,9.0
E01000484,479.0,37.0,184.0,0.0,0.0,157.0,0.0,857.0,479.0,-295.0
E01000485,0.0,34.0,0.0,72.0,0.0,91.0,0.0,197.0,0.0,0.0
E01000486,174.0,0.0,122.0,40.0,41.0,75.0,0.0,452.0,215.0,-93.0
E01000487,152.0,0.0,135.0,0.0,0.0,121.0,0.0,408.0,152.0,-17.0
E01000488,0.0,0.0,0.0,0.0,0.0,83.0,42.0,125.0,0.0,0.0
E01000489,171.0,0.0,137.0,41.0,0.0,118.0,0.0,467.0,171.0,-34.0
E01000490,0.0,39.0,169.0,51.0,86.0,123.0,0.0,468.0,86.0,83.0
E01000491,159.0,0.0,71.0,0.0,35.0,74.0,0.0,339.0,194.0,-123.0
E01000492,0.0,0.0,0.0,0.0,0.0,85.0,0.0,85.0,0.0,0.0
E01000493,0.0,0.0,0.0,0.0,0.0,119.0,0.0,119.0,0.0,0.0
E01000494,0.0,0.0,62.0,0.0,36.0,49.0,0.0,147.0,36.0,26.0
E01000495,0.0,0.0,60.0,41.0,43.0,140.0,0.0,284.0,43.0,17.0
E01000497,0.0,0.0,112.0,0.0,84.0,83.0,0.0,279.0,84.0,28.0
E01000498,0.0,0.0,129.0,30.0,39.0,82.0,0.0,280.0,39.0,90.0
E01000499,0.0,0.0,115.0,38.0,79.0,121.0,0.0,353.0,79.0,36.0
E01000501,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,0.0,0.0
E01000502,0.0,44.0,57.0,41.0,47.0,120.0,0.0,309.0,47.0,10.0
E01000503,144.0,59.0,129.0,35.0,79.0,79.0,0.0,525.0,223.0,-94.0
E01000504,0.0,32.0,68.0,76.0,33.0,114.0,0.0,323.0,33.0,35.0
E01000505,0.0,0.0,144.0,0.0,45.0,111.0,0.0,300.0,45.0,99.0
E01000506,0.0,29.0,59.0,46.0,48.0,169.0,0.0,351.0,48.0,11.0
E01000507,165.0,0.0,110.0,91.0,69.0,77.0,0.0,512.0,234.0,-124.0
E01000508,0.0,35.0,132.0,83.0,35.0,176.0,0.0,461.0,35.0,97.0
E01000509,0.0,36.0,59.0,39.0,46.0,119.0,0.0,299.0,46.0,13.0
E01000510,0.0,70.0,121.0,40.0,77.0,195.0,42.0,545.0,77.0,44.0
E01000511,0.0,0.0,61.0,38.0,35.0,115.0,0.0,249.0,35.0,26.0
E01000512,136.0,45.0,116.0,28.0,31.0,112.0,0.0,468.0,167.0,-51.0
E01000513,0.0,0.0,67.0,0.0,43.0,69.0,0.0,179.0,43.0,24.0
E01000514,0.0,0.0,62.0,0.0,0.0,125.0,0.0,187.0,0.0,62.0
E01000515,162.0,70.0,113.0,33.0,35.0,113.0,0.0,526.0,197.0,-84.0
E01000516,338.0,0.0,172.0,0.0,44.0,123.0,0.0,677.0,382.0,-210.0
E01000517,0.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,0.0,0.0
E01000518,0.0,0.0,52.0,0.0,43.0,83.0,0.0,178.0,43.0,9.0
E01000519,0.0,0.0,0.0,0.0,0.0,124.0,0.0,124.0,0.0,0.0
E01000520,0.0,0.0,0.0,41.0,0.0,110.0,0.0,151.0,0.0,0.0
E01000521,0.0,36.0,60.0,74.0,42.0,190.0,0.0,402.0,42.0,18.0
E01000522,0.0,0.0,62.0,30.0,0.0,74.0,0.0,166.0,0.0,62.0
E01000523,0.0,0.0,123.0,39.0,42.0,168.0,49.0,421.0,42.0,81.0
E01000524,0.0,84.0,49.0,82.0,46.0,192.0,0.0,453.0,46.0,3.0
E01000525,148.0,0.0,60.0,119.0,33.0,119.0,0.0,479.0,181.0,-121.0
E01000526,0.0,0.0,203.0,37.0,81.0,82.0,0.0,403.0,81.0,122.0
E01000527,0.0,40.0,124.0,36.0,84.0,73.0,0.0,357.0,84.0,40.0
E01000528,174.0,77.0,69.0,0.0,37.0,168.0,0.0,525.0,211.0,-142.0
E01000530,0.0,0.0,64.0,38.0,32.0,39.0,0.0,173.0,32.0,32.0
E01000531,154.0,36.0,54.0,37.0,39.0,74.0,0.0,394.0,193.0,-139.0
E01000532,153.0,34.0,63.0,82.0,48.0,123.0,0.0,503.0,201.0,-138.0
E01000533,173.0,0.0,116.0,70.0,31.0,122.0,0.0,512.0,204.0,-88.0
E01000534,174.0,0.0,56.0,0.0,0.0,32.0,0.0,262.0,174.0,-118.0
E01000535,0.0,0.0,65.0,38.0,28.0,83.0,38.0,252.0,28.0,37.0
E01000536,168.0,0.0,64.0,0.0,0.0,79.0,0.0,311.0,168.0,-104.0
E01000538,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.0
E01000539,0.0,0.0,0.0,0.0,0.0,43.0,0.0,43.0,0.0,0.0
E01000540,0.0,0.0,0.0,38.0,0.0,75.0,43.0,156.0,0.0,0.0
E01000541,0.0,0.0,0.0,0.0,0.0,72.0,0.0,72.0,0.0,0.0
E01000543,322.0,0.0,247.0,43.0,115.0,153.0,0.0,880.0,437.0,-190.0
E01000544,156.0,0.0,66.0,0.0,0.0,160.0,36.0,418.0,156.0,-90.0
E01000545,157.0,43.0,119.0,72.0,46.0,164.0,0.0,601.0,203.0,-84.0
E01000546,0.0,0.0,116.0,81.0,76.0,131.0,0.0,404.0,76.0,40.0
E01000547,0.0,44.0,0.0,46.0,0.0,78.0,0.0,168.0,0.0,0.0
E01000548,0.0,0.0,194.0,43.0,119.0,113.0,0.0,469.0,119.0,75.0
E01000549,160.0,0.0,127.0,39.0,43.0,163.0,0.0,532.0,203.0,-76.0
E01000550,0.0,0.0,129.0,33.0,83.0,37.0,0.0,282.0,83.0,46.0
E01000551,0.0,0.0,59.0,77.0,35.0,163.0,0.0,334.0,35.0,24.0
E01000552,181.0,0.0,63.0,38.0,41.0,75.0,0.0,398.0,222.0,-159.0
E01000553,317.0,0.0,198.0,80.0,63.0,169.0,0.0,827.0,380.0,-182.0
E01000554,0.0,0.0,59.0,0.0,41.0,114.0,0.0,214.0,41.0,18.0
E01000555,173.0,0.0,60.0,72.0,0.0,76.0,33.0,414.0,173.0,-113.0
E01000556,0.0,41.0,321.0,33.0,200.0,204.0,0.0,799.0,200.0,121.0
E01000557,0.0,0.0,0.0,0.0,0.0,82.0,0.0,82.0,0.0,0.0
E01000558,333.0,36.0,189.0,78.0,81.0,123.0,39.0,879.0,414.0,-225.0
E01000559,129.0,74.0,117.0,85.0,84.0,122.0,0.0,611.0,213.0,-96.0
E01000560,150.0,0.0,60.0,42.0,0.0,121.0,0.0,373.0,150.0,-90.0
E01000561,166.0,0.0,132.0,0.0,42.0,80.0,0.0,420.0,208.0,-76.0
E01000562,0.0,0.0,109.0,0.0,44.0,112.0,0.0,265.0,44.0,65.0
E01000563,0.0,0.0,0.0,40.0,0.0,92.0,0.0,132.0,0.0,0.0
E01000564,158.0,0.0,62.0,47.0,34.0,174.0,0.0,475.0,192.0,-130.0
E01000565,0.0,0.0,0.0,0.0,0.0,132.0,0.0,132.0,0.0,0.0
E01000566,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,0.0
E01000567,0.0,0.0,59.0,0.0,0.0,120.0,0.0,179.0,0.0,59.0
E01000568,141.0,39.0,58.0,74.0,36.0,149.0,0.0,497.0,177.0,-119.0
E01000569,0.0,42.0,63.0,40.0,35.0,46.0,38.0,264.0,35.0,28.0
E01000570,0.0,0.0,0.0,46.0,0.0,121.0,0.0,167.0,0.0,0.0
E01000571,0.0,0.0,65.0,0.0,39.0,139.0,0.0,243.0,39.0,26.0
E01000572,0.0,0.0,0.0,0.0,0.0,84.0,0.0,84.0,0.0,0.0
E01000573,0.0,0.0,58.0,0.0,46.0,40.0,0.0,144.0,46.0,12.0
E01000574,0.0,0.0,0.0,80.0,0.0,71.0,0.0,151.0,0.0,0.0
E01000575,166.0,0.0,109.0,37.0,79.0,126.0,0.0,517.0,245.0,-136.0
E01000576,0.0,0.0,126.0,0.0,68.0,44.0,0.0,238.0,68.0,58.0
E01000577,0.0,41.0,59.0,0.0,44.0,73.0,0.0,217.0,44.0,15.0
E01000578,159.0,34.0,126.0,78.0,79.0,128.0,0.0,604.0,238.0,-112.0
E01000579,0.0,0.0,56.0,45.0,46.0,84.0,0.0,231.0,46.0,10.0
E01000580,157.0,0.0,256.0,80.0,146.0,77.0,0.0,716.0,303.0,-47.0
E01000581,0.0,0.0,53.0,0.0,38.0,75.0,0.0,166.0,38.0,15.0
E01000582,0.0,0.0,0.0,40.0,0.0,44.0,0.0,84.0,0.0,0.0
E01000583,157.0,0.0,111.0,42.0,84.0,128.0,0.0,522.0,241.0,-130.0
E01000584,0.0,0.0,66.0,29.0,36.0,74.0,0.0,205.0,36.0,30.0
E01000585,0.0,0.0,0.0,42.0,0.0,38.0,0.0,80.0,0.0,0.0
E01000586,0.0,87.0,59.0,43.0,46.0,155.0,0.0,390.0,46.0,13.0
E01000587,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,0.0,0.0
E01000588,0.0,0.0,65.0,41.0,36.0,242.0,0.0,384.0,36.0,29.0
E01000589,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,0.0,0.0
E01000590,156.0,0.0,68.0,86.0,0.0,169.0,0.0,479.0,156.0,-88.0
E01000591,0.0,0.0,58.0,38.0,37.0,162.0,0.0,295.0,37.0,21.0
E01000592,0.0,0.0,62.0,0.0,36.0,83.0,0.0,181.0,36.0,26.0
E01000593,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0
E01000594,0.0,37.0,73.0,34.0,45.0,156.0,0.0,345.0,45.0,28.0
E01000595,0.0,0.0,134.0,116.0,33.0,76.0,85.0,444.0,33.0,101.0
E01000596,0.0,0.0,55.0,0.0,45.0,39.0,0.0,139.0,45.0,10.0
E01000599,0.0,35.0,71.0,46.0,38.0,79.0,0.0,269.0,38.0,33.0
E01000600,0.0,47.0,126.0,48.0,82.0,195.0,38.0,536.0,82.0,44.0
E01000601,0.0,0.0,143.0,74.0,75.0,177.0,0.0,469.0,75.0,68.0
E01000602,147.0,0.0,129.0,124.0,34.0,108.0,0.0,542.0,181.0,-52.0
E01000603,0.0,0.0,0.0,35.0,0.0,84.0,0.0,119.0,0.0,0.0
E01000604,0.0,40.0,179.0,0.0,126.0,66.0,0.0,411.0,126.0,53.0
E01000605,0.0,0.0,51.0,75.0,37.0,38.0,0.0,201.0,37.0,14.0
E01000606,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,0.0
E01000607,0.0,0.0,62.0,73.0,36.0,65.0,0.0,236.0,36.0,26.0
E01000608,0.0,0.0,59.0,0.0,40.0,117.0,0.0,216.0,40.0,19.0
E01000609,0.0,0.0,54.0,0.0,40.0,86.0,0.0,180.0,40.0,14.0
E01000610,162.0,0.0,143.0,81.0,0.0,87.0,0.0,473.0,162.0,-19.0
E01000611,143.0,0.0,186.0,76.0,115.0,75.0,0.0,595.0,258.0,-72.0
E01000612,0.0,0.0,63.0,38.0,45.0,41.0,0.0,187.0,45.0,18.0
E01000613,0.0,0.0,0.0,0.0,0.0,119.0,0.0,119.0,0.0,0.0
E01000615,163.0,0.0,130.0,42.0,87.0,129.0,0.0,551.0,250.0,-120.0
E01000616,0.0,0.0,66.0,41.0,47.0,75.0,0.0,229.0,47.0,19.0
E01000617,0.0,0.0,57.0,41.0,42.0,75.0,0.0,215.0,42.0,15.0
E01000618,0.0,0.0,0.0,36.0,0.0,33.0,0.0,69.0,0.0,0.0
E01000619,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0
E01000620,0.0,0.0,61.0,0.0,38.0,83.0,0.0,182.0,38.0,23.0
E01000621,0.0,0.0,168.0,0.0,44.0,108.0,0.0,320.0,44.0,124.0
E01000622,0.0,0.0,0.0,0.0,0.0,84.0,0.0,84.0,0.0,0.0
E01000623,0.0,0.0,0.0,77.0,0.0,113.0,0.0,190.0,0.0,0.0
E01000624,164.0,0.0,72.0,0.0,0.0,82.0,0.0,318.0,164.0,-92.0
E01000625,0.0,37.0,125.0,0.0,37.0,111.0,0.0,310.0,37.0,88.0
E01000626,0.0,41.0,60.0,74.0,34.0,113.0,0.0,322.0,34.0,26.0
E01000627,0.0,30.0,128.0,43.0,76.0,197.0,0.0,474.0,76.0,52.0
E01000628,0.0,0.0,62.0,83.0,39.0,150.0,0.0,334.0,39.0,23.0
E01000629,0.0,27.0,62.0,0.0,48.0,81.0,0.0,218.0,48.0,14.0
E01000630,0.0,41.0,53.0,49.0,46.0,180.0,0.0,369.0,46.0,7.0
E01000631,0.0,0.0,57.0,34.0,44.0,141.0,44.0,320.0,44.0,13.0
E01000632,0.0,0.0,61.0,0.0,0.0,109.0,0.0,170.0,0.0,61.0
